1603,little ,সামান্য,
1604,live ,লাইভ দেখান,
1605,lively ,প্রাণবন্ত,
1606,living ,জীবিত,
1607,load ,ভার,
1608,loan ,ঋণ,
1609,local ,স্থানীয়,
1610,locate ,সনাক্ত,
1611,location ,অবস্থান,
1612,lock ,লক,
1613,log ,লগ,
1614,logical ,যৌক্তিক,
1615,lonely ,একাকী,
1616,long ,দীর্ঘ,
1617,long-term ,দীর্ঘ মেয়াদী,
1618,look ,চেহারা,
1619,loose ,আলগা,
1620,lord ,প্রভু,
1621,lorry ,লরি,
1622,lose ,হারান,
1623,loss ,ক্ষতি,
1624,lost ,নিখোঁজ,
1625,lot ,অনেক,
1626,loud ,জোরে,
1627,lounge ,লাউঞ্জ,
1628,love ,ভালবাসা,
1629,lovely ,সুদৃশ্য,
1630,lover ,প্রেমিক,
1631,low ,কম,
1632,lower ,কম,
1633,luck ,ভাগ্য,
1634,luckily ,ভাগ্যক্রমে,
1635,lucky ,ভাগ্যবান,
1636,lump ,পিণ্ড,
1637,lunch ,মধ্যাহ্নভোজ,
1638,lunchtime ,লাঞ্চের সময়,
1639,machine ,যন্ত্র,
1640,machinery ,যন্ত্রপাতি,
1641,mad ,পাগল,
1642,madam ,ম্যাডাম,
1643,magazine ,পত্রিকা,
1644,magic ,যাদু,
1645,mail ,মেইল,
1646,main ,প্রধান,
1647,mainly ,প্রধানত,
1648,maintain ,বজায় রাখা,
1649,maintenance ,রক্ষণাবেক্ষণ,
1650,major ,মেজর,
1651,majority ,সংখ্যাগরিষ্ঠ,
1652,make ,করা,
1653,male ,পুরুষ,
1654,mall ,মল,
1655,man ,মানুষ,
1656,manage ,পরিচালনা,
1657,management ,ব্যবস্থাপনা,
1658,manager ,ম্যানেজার,
1659,manner ,পদ্ধতি,
1660,manufacturer ,প্রস্তুতকারক,
1661,manufacturing ,উত্পাদন,
1662,many ,অনেক,
1663,map ,মানচিত্র,
1664,march ,পদযাত্রা,
1665,margin ,মার্জিন,
1666,mark ,চিহ্ন,
1667,market ,বাজার,
1668,marketing ,বিপণন,
1669,marriage ,বিবাহ,
1670,married ,বিবাহিত,
1671,marry ,বিবাহ করা,
1672,marvellous ,অপূর্ব,
1673,mass ,ভর,
1674,massive ,বিশাল,
1675,master ,মাস্টার,
1676,match ,ম্যাচ,
1677,mate ,সাথী,
1678,material ,উপাদান,
1679,math ,গণিত,
1680,maths ,গণিত,
1681,matter ,বিষয়,
1682,maximum ,সর্বাধিক,
1683,may ,পারে,
1684,maybe ,হতে পারে,
1685,me ,আমাকে,
1686,meal ,খাবার,
1687,mean ,মানে,
1688,meaning ,অর্থ,
1689,means ,মানে,
1690,meanwhile ,ইতিমধ্যে,
1691,measure ,পরিমাপ করা,
1692,measurement ,মাপা,
1693,meat ,মাংস,
1694,mechanism ,পদ্ধতি,
1695,media ,মিডিয়া,
1696,medical ,চিকিৎসা,
1697,medicine ,ওষুধ,
1698,medieval ,মধ্যযুগীয়,
1699,medium ,মধ্যম,
1700,meet ,সম্মেলন,
1701,meeting ,সভা,
1702,member ,সদস্য,
1703,membership ,সদস্যপদ,
1704,memory ,স্মৃতি,
1705,mental ,মানসিক,
1706,mention ,উল্লেখ,
1707,menu ,তালিকা,
1708,mere ,নিছক,
1709,merely ,নিছক,
1710,mess ,গণ্ডগোল,
1711,message ,বার্তা,
1712,messy ,অগোছালো,
1713,metal ,ধাতু,
1714,method ,পদ্ধতি,
1715,metre ,মিটার,
1716,middle ,মধ্যম,
1717,midnight ,মধ্যরাত,
1718,might ,হতে পারে,
1719,mile ,মাইল,
1720,military ,সামরিক,
1721,milk ,দুধ,
1722,millimetre ,মিলিমিটার,
1723,mind ,মন,
1724,mine ,আমার,
1725,mineral ,খনিজ,
1726,minimum ,সর্বনিম্ন,
1727,minister ,মন্ত্রী,
1728,ministry ,মন্ত্রণালয়,
1729,minor ,গৌণ,
1730,minority ,নাবালকত্ব,
1731,minute ,মিনিট,
1732,mirror ,আয়না,
1733,misery ,দুর্দশা,
1734,miss ,হারানো,
1735,mission ,মিশন,
1736,mistake ,ভুল,
1737,mix ,মিশ্রণ,
1738,mixed ,মিশ্রিত,
1739,mixture ,মিশ্রণ,
1740,mobile ,মুঠোফোন,
1741,mobile phone ,মোবাইল ফোন,
1742,mode ,মোড,
1743,model ,মডেল,
1744,modern ,আধুনিক,
1745,mom ,মা,
1746,moment ,মুহূর্ত,
1747,mommy ,মা,
1748,money ,টাকা,Don’t keep your money in non-islamic Bank.
1749,monitor ,নিরীক্ষণ,
1750,month ,মাস,
1751,mood ,মেজাজ,
1752,moon ,চাঁদ,
1753,moral ,নৈতিক,
1754,more ,আরও,
1755,moreover ,তদুপরি,
1756,morning ,সকাল,
1757,mortgage ,বন্ধক,
1758,most ,সর্বাধিক,
1759,mostly ,অধিকাংশ ক্ষেত্রে,
1760,mother ,মা,
1761,motion ,গতি,
1762,motor ,মোটর,
1763,motorway ,মোটরওয়ে,
1764,mountain ,পর্বত,
1765,mouse ,মাউস,
1766,mouth ,মুখ,
1767,move ,সরানো,
1768,movement ,আন্দোলন,
1769,movie ,সিনেমা,
1770,much ,অনেক,
1771,mud ,কাদা,
1772,mum ,মা,
1773,mummy ,মমি,
1774,murder ,খুন,
1775,muscle ,পেশী,
1776,museum ,যাদুঘর,
1777,mushroom ,মাশরুম,
1778,music ,সংগীত,
1779,musical ,বাদ্যযন্ত্র,
1780,must ,অবশ্যই,
1781,my ,আমার,
1782,myself ,আমার,
1783,mystery ,রহস্য,
1784,nail ,পেরেক,
1785,naked ,নগ্ন,
1786,name ,নাম,
1787,narrow ,সরু,
1788,nasty ,কদর্য,
1789,nation ,জাতি,
1790,national ,জাতীয়,
1791,native ,স্থানীয়,
1792,natural ,প্রাকৃতিক,
1793,naturally ,স্বাভাবিকভাবে,
1794,nature ,প্রকৃতি,
1795,naughty ,দুষ্টু,
1796,near ,কাছে,
1797,nearby ,কাছাকাছি,
1798,nearly ,প্রায়,
1799,neat ,ঝরঝরে,
1800,necessarily ,অগত্যা,
1801,necessary ,প্রয়োজনীয়,
1802,neck ,ঘাড়,
1803,need ,প্রয়োজন,
1804,negative ,নেতিবাচক,
1805,negotiate ,আলোচনা করা,
1806,negotiation ,আলাপ - আলোচনা,
1807,neighbour ,প্রতিবেশী,
1808,neighbourhood ,পাড়া,
1809,neither ,না,
1810,nerve ,স্নায়ু,
1811,nervous ,স্নায়বিক,
1812,net ,নেট,
1813,network ,অন্তর্জাল,
1814,never ,কখনই না,
1815,nevertheless ,তবুও,
1816,new ,নতুন,
1817,newly ,সদ্য,
1818,news ,খবর,
1819,newspaper ,খবরের কাগজ,
1820,next ,পরবর্তী,
1821,nice ,সুন্দর,
1822,nicely ,সুন্দরভাবে,
1823,night ,রাত,
1824,nil ,শূন্য,
1825,no ,না,
1826,no one ,কেউ না,
1827,no way ,কোনভাবেই না,
1828,nobody ,কেউ না,
1829,nod ,হাঁ,
1830,noise ,শব্দ,
1831,noisy ,সশব্দ,
1832,none ,কিছুই না,
1833,nonsense ,আজেবাজে কথা,
1834,nope ,না,
1835,nor ,না,
1836,normal ,সাধারণ,
1837,normally ,সাধারণত,
1838,north ,উত্তর,
1839,northern ,উত্তর,
1840,nose ,নাক,
1841,not ,না,
1842,notably ,লক্ষণীয়ভাবে,
1843,note ,বিঃদ্রঃ,
1844,nothing ,কিছুই না,
1845,notice ,নোটিশ,
1846,notion ,ধারণা,
1847,novel ,উপন্যাস,
1848,now ,এখন,
1849,nowadays ,আজকাল,
1850,nowhere ,কোথাও,
1851,nuclear ,পারমাণবিক,
1852,nuisance ,উপদ্রব,
1853,number ,সংখ্যা,
1854,numerous ,অনেক,
1855,nurse ,নার্স,
1856,nut ,বাদাম,
1857,o’clock ,ওক্লক,
1858,object ,অবজেক্ট,
1859,objection ,আপত্তি,
1860,objective ,উদ্দেশ্য,
1861,obligation ,বাধ্যবাধকতা,
1862,observation ,পর্যবেক্ষণ,
1863,observe ,পর্যবেক্ষণ,
1864,obtain ,প্রাপ্ত,
1865,obvious ,স্পষ্ট,
1866,obviously ,স্পষ্টতই,
1867,occasion ,উপলক্ষ,
1868,occasional ,মাঝে মাঝে,
1869,occasionally ,মাঝে মাঝে,
1870,occupation ,পেশা,
1871,occupy ,দখল করা,
1872,occur ,ঘটতে পারে,
1873,ocean ,সমুদ্র,
1874,odd ,অস্বাভাবিক,
1875,odds ,প্রতিকূলতা,
1876,of ,এর,
1877,of course ,অবশ্যই,
1878,off ,বন্ধ,
1879,offence ,অপরাধ,
1880,offer ,অফার,
1881,office ,দপ্তর,
1882,officer ,অফিসার,
1883,official ,দাপ্তরিক,
1884,often ,প্রায়শই,
1885,oil ,তেল,
1886,OK ,ঠিক আছে,
1887,OK  ,ঠিক আছে,
1888,old ,পুরাতন,
1889,on ,চালু,
1890,once ,একদা,
1891,one ,এক,
1892,one another ,একে অন্যকে,
1893,onion ,পেঁয়াজ,
1894,only ,কেবল,
1895,onto ,উপর,
1896,open ,খোলা,
1897,opening ,খোলার,
1898,operate ,পরিচালনা,
1899,operation ,অপারেশন,
1900,operator ,অপারেটর,
1901,opinion ,মতামত,
1902,opponent ,প্রতিপক্ষ,
1903,opportunity ,সুযোগ,
1904,oppose ,বিরোধিতা,
1905,opposite ,বিপরীত,
1906,opposition ,বিরোধী দল,
1907,option ,বিকল্প,
1908,or ,বা,
1909,orange ,কমলা,
1910,order ,অর্ডার,
1911,ordinary ,সাধারণ,
1912,organ ,অঙ্গ,
1913,organic ,জৈব,
1914,organization ,সংগঠন,
1915,organize ,সংগঠিত করা,
1916,organized ,সংগঠিত,
1917,origin ,উত্স,
1918,original ,আসল,
1919,originally ,মূলত,
1920,other ,অন্যান্য,
1921,otherwise ,অন্যথায়,
1922,ought to ,উচিৎ,
1923,ounce ,আউন্স,
1924,our ,আমাদের,
1925,ours ,আমাদের,
1926,ourselves ,আমাদের,
1927,out ,আউট,
1928,outcome ,ফলাফল,
1929,output ,আউটপুট,
1930,outside ,বাইরের,
1931,outstanding ,অসামান্য,
1932,oven ,চুলা,
1933,over ,শেষ,
1934,overall ,সামগ্রিকভাবে,
1935,overcome ,কাটিয়ে ওঠা,
1936,overseas ,বিদেশী,
1937,overtime ,অতিরিক্ত সময়,
1938,owe ,ণী,
1939,own ,নিজস্ব,
1940,owner ,মালিক,
1941,ownership ,মালিকানা,
1942,pace ,গতি,
1943,pack ,প্যাক,
1944,package ,প্যাকেজ,
1945,packet ,প্যাকেট,
1946,pad ,প্যাড,
1947,page ,পৃষ্ঠা,
1948,pain ,ব্যথা,
1949,paint ,পেইন্ট,
1950,painting ,পেইন্টিং,
1951,pair ,জোড়,
1952,palace ,প্রাসাদ,
1953,pale ,ফ্যাকাশে,
1954,pan ,প্যান,
1955,panel ,প্যানেল,
1956,panic ,আতঙ্ক,
1957,pants ,প্যান্ট,
1958,paper ,কাগজ,
1959,parcel ,পার্সেল,
1960,pardon  ,ক্ষমা,
1961,parent ,পিতামাতা,
1962,park ,পার্ক,
1963,parking ,পার্কিং,
1964,parliament ,সংসদ,
1965,part ,অংশ,
1966,participate ,অংশগ্রহণ,
1967,particular ,বিশেষ,
1968,particularly ,বিশেষত,
1969,partly ,আংশিকভাবে,
1970,partner ,অংশীদার,
1971,partnership ,অংশীদারিত্ব,
1972,party ,পার্টি,
1973,pass ,পাস,
1974,passage ,উত্তরণ,
1975,passenger ,যাত্রী,
1976,passion ,আবেগ,
1977,past ,অতীত,
1978,path ,পথ,
1979,patience ,ধৈর্য,
1980,patient ,রোগী,
1981,pattern ,প্যাটার্ন,
1982,pause ,বিরতি দিন,
1983,pay ,প্রদান,
1984,payment ,প্রদান,
1985,peace ,শান্তি,
1986,peaceful ,শান্তিপূর্ণ,
1987,peak ,শিখর,
1988,pen ,কলম,
1989,penalty ,জরিমানা,
1990,pencil ,পেন্সিল,
1991,penny ,পয়সা,
1992,pension ,পেনশন,
1993,people ,মানুষ,
1994,pepper ,মরিচ,
1995,per ,প্রতি,
1996,perceive ,উপলব্ধি,
1997,percent ,শতাংশ,
1998,percentage ,শতাংশ,
1999,perception ,উপলব্ধি,
2000,perfect ,নিখুঁত,
2001,perfectly ,পুরোপুরি,
2002,perform ,সম্পাদন,
2003,performance ,কর্মক্ষমতা,
2004,perhaps ,সম্ভবত,
2005,period ,পিরিয়ড,
2006,permanent ,স্থায়ী,
2007,permission ,অনুমতি,
2008,permit ,অনুমতি,
2009,person ,ব্যক্তি,
2010,personal ,ব্যক্তিগত,
2011,personality ,ব্যক্তিত্ব,
2012,personally ,ব্যক্তিগতভাবে,
2013,personnel ,কর্মী,
2014,perspective ,দৃষ্টিভঙ্গি,
2015,persuade ,পটান,
2016,petrol ,পেট্রল,
2017,phase ,পর্যায়,
2018,philosophy ,দর্শন,
2019,phone ,ফোন,
2020,photo ,ফটো,
2021,photocopy ,ফটোকপি,
2022,photograph ,আলোকচিত্র,
2023,phrase ,বাক্যাংশ,
2024,physical ,শারীরিক,
2025,physically ,শারীরিকভাবে,
2026,physics ,পদার্থবিজ্ঞান,
2027,piano ,পিয়ানো,
2028,pick ,বাছাই,
2029,picture ,ছবি,
2030,pie ,পাই,
2031,piece ,টুকরা,
2032,pig ,শূকর,
2033,pile ,গাদা,
2034,pill ,বড়ি,
2035,pilot ,বিমান - চালক,
2036,pin ,পিন,
2037,pink ,গোলাপী,
2038,pint ,পিন্ট,
2039,pipe ,পাইপ,
2040,pitch ,পিচ,
2041,pity ,কৃপা,
2042,pizza ,পিজ্জা,
2043,place ,স্থান,
2044,plain ,সরল,
2045,plan ,পরিকল্পনা,
2046,plane ,প্লেন,
2047,planet ,গ্রহ,
2048,plant ,উদ্ভিদ,
2049,plastic ,প্লাস্টিক,
2050,plate ,প্লেট,
2051,platform ,প্ল্যাটফর্ম,
2052,play ,খেলুন,
2053,player ,প্লেয়ার,
2054,pleasant ,সুখকর,
2055,please ,অনুগ্রহ,
2056,please  ,অনুগ্রহ,
2057,pleased ,খুশি,
2058,pleasure ,আনন্দ,
2059,plenty ,প্রচুর,
2060,plot ,পটভূমি,
2061,plug ,প্লাগ,
2062,plus ,প্লাস,
2063,pocket ,পকেট,
2064,poem ,কবিতা,
2065,poet ,কবি,
2066,poetry ,কবিতা,
2067,point ,পয়েন্ট,
2068,pole ,মেরু,
2069,police ,পুলিশ,
2070,policeman ,পুলিশ,
2071,policy ,নীতি,
2072,polite ,ভদ্র,
2073,political ,রাজনৈতিক,
2074,politician ,রাজনীতিবিদ,
2075,politics ,রাজনীতি,
2076,poll ,পোল,
2077,pollution ,দূষণ,
2078,pond ,পুকুর,
2079,pool ,পুল,
2080,poor ,দরিদ্র,
2081,pop ,পপ,
2082,popular ,জনপ্রিয়,
2083,population ,জনসংখ্যা,
2084,port ,বন্দর,
2085,pose ,অঙ্গবিক্ষেপ,
2086,position ,অবস্থান,
2087,positive ,ধনাত্মক,
2088,possess ,অধিকারী,
2089,possession ,দখল,
2090,possibility ,সম্ভাবনা,
2091,possible ,সম্ভব,
2092,possibly ,সম্ভবত,
2093,post ,পোস্ট,
2094,post office ,ডাক ঘর,
2095,poster ,পোস্টার,
2096,pot ,পাত্র,
2097,potato ,আলু,
2098,potential ,সম্ভাবনা,
2099,pound ,পাউন্ড,
2100,pour ,.ালা,
2101,poverty ,দারিদ্র্য,
2102,power ,শক্তি,
2103,powerful ,ক্ষমতাশালী,
2104,practical ,ব্যবহারিক,
2105,practically ,ব্যবহারিকভাবে,
2106,practice ,অনুশীলন করা,
2107,practise ,অনুশীলন করা,
2108,praise ,প্রশংসা,
2109,pray ,প্রার্থনা,
2110,prayer ,প্রার্থনা,
2111,precise ,সুনির্দিষ্ট,
2112,precisely ,অবিকল,
2113,predict ,পূর্বাভাস,
2114,prefer ,পছন্দ,
2115,preference ,পছন্দ,
2116,pregnant ,গর্ভবতী,
2117,premise ,অনুমান,
2118,preparation ,প্রস্তুতি,
2119,prepare ,প্রস্তুত করা,
2120,prepared ,প্রস্তুত,
2121,presence ,উপস্থিতি,
2122,present ,উপস্থিত,
2123,presentation ,উপস্থাপনা,
2124,preserve ,সংরক্ষণ,
2125,president ,রাষ্ট্রপতি,
2126,press ,টিপুন,
2127,pressure ,চাপ,
2128,presumably ,সম্ভবতঃ,
2129,presume ,অনুমান,
2130,pretend ,ভান করা,
2131,pretty ,সুন্দর,
2132,prevent ,প্রতিরোধ,
2133,previous ,আগে,
2134,previously ,পূর্বে,
2135,price ,দাম,
2136,pride ,গর্ব,
2137,priest ,পুরোহিত,
2138,primarily ,প্রাথমিকভাবে,
2139,primary ,প্রাথমিক,
2140,prince ,রাজপুত্র,
2141,princess ,রাজকুমারী,
2142,principal ,অধ্যক্ষ,
2143,principle ,নীতি,
2144,print ,ছাপা,
2145,printer ,প্রিন্টার,
2146,prior ,পূর্বে,
2147,priority ,অগ্রাধিকার,
2148,prison ,কারাগার,
2149,prisoner ,বন্দী,
2150,private ,ব্যক্তিগত,
2151,privilege ,অধিকার,
2152,prize ,পুরষ্কার,
2153,probably ,সম্ভবত,
2154,problem ,সমস্যা,
2155,procedure ,পদ্ধতি,
2156,proceed ,এগিয়ে যান,
2157,proceeding ,এগিয়ে চলছে,
2158,process ,প্রক্রিয়া,
2159,produce ,উৎপাদন করা,
2160,producer ,প্রযোজক,
2161,product ,পণ্য,
2162,production ,উত্পাদন,
2163,profession ,পেশা,
2164,professional ,পেশাদার,
2165,professor ,অধ্যাপক,
2166,profile ,প্রোফাইল,
2167,profit ,লাভ,
2168,program ,কার্যক্রম,
2169,programme ,কার্যক্রম,
2170,progress ,অগ্রগতি,
2171,project ,প্রকল্প,
2172,promise ,প্রতিশ্রুতি,
2173,promote ,প্রচার করুন,
2174,promotion ,পদোন্নতি,
2175,prompt ,শীঘ্র,
2176,proof ,প্রমাণ,
2177,proper ,সঠিক,
2178,properly ,সঠিকভাবে,
2179,property ,সম্পত্তি,
2180,proportion ,অনুপাত,
2181,proposal ,প্রস্তাব,
2182,propose ,প্রস্তাব,
2183,proposed ,প্রস্তাবিত,
2184,prosecution ,মামলা,
2185,prospect ,সম্ভাবনা,
2186,protect ,রক্ষা করুন,
2187,protection ,সুরক্ষা,
2188,protest ,প্রতিবাদ,
2189,proud ,গর্বিত,
2190,prove ,প্রমাণ,
2191,provide ,সরবরাহ,
2192,provided ,সরবরাহ করা,
2193,providing ,সরবরাহ,
2194,provision ,বিধান,
2195,psychological ,মানসিক,
2196,psychology ,মনস্তত্ত্ব,
2197,pub ,মদের দোকান,
2198,public ,পাবলিক,
2199,publication ,প্রকাশনা,
2200,publicity ,প্রচার,
2201,publish ,প্রকাশ,
2202,publisher ,প্রকাশক,
2203,pudding ,পুডিং,
2204,pull ,টান,
2205,punch ,খোঁচা,
2206,punishment ,শাস্তি,
2207,pupil ,ছাত্র,
2208,purchase ,ক্রয়,
2209,pure ,খাঁটি,
2210,purely ,খাঁটিভাবে,
2211,purple ,বেগুনি,
2212,purpose ,উদ্দেশ্য,
2213,purse ,পার্স,
2214,pursue ,অন্বেষণ করা,
2215,push ,ঠেলা,
2216,put ,করা,
2217,qualification,যোগ্যতা,
2218,qualify ,যোগ্যতা,
2219,quality ,গুণ,
2220,quantity ,পরিমাণ,
2221,quarter ,চতুর্থাংশ,
2222,queen ,রাণী,
2223,question ,প্রশ্ন,
2224,queue ,কিউ,
2225,quick ,দ্রুত,
2226,quickly ,দ্রুত,
2227,quid ,কুইড,
2228,quiet ,শান্ত,
2229,quietly ,নিঃশব্দে,
2230,quit ,ছেড়ে দিন,
2231,quite ,বেশ,
2232,quote ,উদ্ধৃতি,
2233,race,জাতি,
2234,racing ,রেসিং,
2235,radical ,র‌্যাডিক্যাল,
2236,radio ,রেডিও,
2237,rail ,রেল,
2238,railway ,রেলপথ,
2239,rain ,বৃষ্টি,
2240,raise ,উত্থাপন,
2241,range ,পরিসর,
2242,rank ,পদ,
2243,rapid ,দ্রুত,
2244,rapidly ,দ্রুত,
2245,rare ,বিরল,
2246,rarely ,খুব কমই,
2247,rate ,হার,
2248,rather ,বরং,
2249,ratio ,অনুপাত,
2250,raw ,কাঁচা,
2251,reach ,পৌঁছানো,
2252,react ,প্রতিক্রিয়া,
2253,reaction ,প্রতিক্রিয়া,
2254,read ,পড়া,
2255,reader ,পাঠক,
2256,readily ,সহজেই,
2257,reading ,পড়া,
2258,ready ,প্রস্তুত,
2259,real ,বাস্তব,
2260,realistic ,বাস্তববাদী,
2261,reality ,বাস্তবতা,
2262,realize ,উপলব্ধি,
2263,really ,সত্যিই,
2264,reason ,কারণ,
2265,reasonable ,যুক্তিসঙ্গত,
2266,reasonably ,যুক্তিসঙ্গতভাবে,
2267,recall ,প্রত্যাহার,
2268,receipt ,প্রাপ্তি,
2269,receive ,গ্রহণ,
2270,recent ,সাম্প্রতিক,
2271,recently ,সম্প্রতি,
2272,reception ,অভ্যর্থনা,
2273,recipe ,রেসিপি,
2274,reckon ,বোধ করা,
2275,recognition ,স্বীকৃতি,
2276,recognize ,চিনতে,
2277,recommend ,সুপারিশ,
2278,recommendation ,সুপারিশ,
2279,record ,রেকর্ড,
2280,recording ,রেকর্ডিং,
2281,recover ,পুনরুদ্ধার,
2282,recovery ,পুনরুদ্ধার,
2283,red ,লাল,
2284,reduce ,হ্রাস,
2285,reduction ,হ্রাস,
2286,refer ,উল্লেখ করুন,
2287,reference ,রেফারেন্স,
2288,reflect ,প্রতিফলিত করা,
2289,reflection ,প্রতিবিম্ব,
2290,reform ,সংশোধন,
2291,refrigerator ,ফ্রিজ,
2292,refuse ,প্রত্যাখ্যান,
2293,regard ,বিবেচনা,
2294,regime ,শাসনব্যবস্থা,
2295,region ,অঞ্চল,
2296,regional ,আঞ্চলিক,
2297,register ,নিবন্ধন,
2298,registration ,নিবন্ধকরণ,
2299,regret ,আফসোস,
2300,regular ,নিয়মিত,
2301,regularly ,নিয়মিত,
2302,regulation ,নিয়ন্ত্রণ,
2303,reinforce ,শক্তিশালী করা,
2304,reject ,প্রত্যাখ্যান,
2305,relate ,বলা,
2306,related ,সম্পর্কিত,
2307,relation ,সম্পর্ক,
2308,relationship ,সম্পর্ক,
2309,relative ,আপেক্ষিক,
2310,relatively ,তুলনামূলকভাবে,
2311,relax ,আরাম,
2312,release ,মুক্তি,
2313,relevant ,প্রাসঙ্গিক,
2314,relief ,স্বস্তি,
2315,relieve ,মুক্তি,
2316,religion ,ধর্ম,
2317,religious ,ধর্মীয়,
2318,rely ,নির্ভর করা,
2319,remain ,থাকা,
2320,remaining ,বাকি,
2321,remains ,অবশেষ,
2322,remark ,মন্তব্য,
2323,remarkable ,অসাধারণ,
2324,remember ,মনে আছে,
2325,remind ,মনে করিয়ে দিন,
2326,remote ,দূরবর্তী,
2327,remove ,অপসারণ,
2328,rent ,ভাড়া,
2329,repair ,মেরামত,
2330,repeat ,পুনরাবৃত্তি,
2331,replace ,প্রতিস্থাপন,
2332,replacement ,প্রতিস্থাপন,
2333,reply ,উত্তর,
2334,report ,রিপোর্ট,
2335,reporter ,রিপোর্টার,
2336,represent ,চিত্রিত করা,
2337,representation ,উপস্থাপনা,
2338,representative ,প্রতিনিধি,
2339,republic ,প্রজাতন্ত্র,
2340,reputation ,খ্যাতি,
2341,request ,অনুরোধ,
2342,require ,প্রয়োজন,
2343,requirement ,প্রয়োজনীয়তা,
2344,rescue ,উদ্ধার,
2345,research ,গবেষণা,
2346,reserve ,সংচিতি,
2347,resident ,বাসিন্দা,
2348,residential ,আবাসিক,
2349,resign ,পদত্যাগ,
2350,resignation ,পদত্যাগ,
2351,resist ,প্রতিহত করা,
2352,resistance ,প্রতিরোধের,
2353,resolution ,রেজোলিউশন,
2354,resolve ,সমাধান,
2355,resort ,অবলম্বন,
2356,resource ,সংস্থান,
2357,respect ,সম্মান,
2358,respectively ,যথাক্রমে,
2359,respond ,সাড়া,
2360,response ,প্রতিক্রিয়া,
2361,responsibility ,দায়িত্ব,
2362,responsible ,দায়বদ্ধ,
2363,rest ,বিশ্রাম,
2364,restaurant ,রেঁস্তোরা,
2365,restore ,পুনরুদ্ধার,
2366,restrict ,সীমাবদ্ধ,
2367,restriction ,সীমাবদ্ধতা,
2368,result ,ফলাফল,
2369,retain ,ধরে রাখা,
2370,retire ,অবসর,
2371,retirement ,অবসর,
2372,return ,প্রত্যাবর্তন,
2373,reveal ,প্রকাশ করা,
2374,revenue ,রাজস্ব,
2375,reverse ,বিপরীত,
2376,review ,পুনঃমূল্যায়ন,
2377,revolution ,বিপ্লব,
2378,reward ,পুরষ্কার,
2379,rhythm ,ছন্দ,
2380,rice ,ভাত,
2381,rich ,ধনী,
2382,rid ,মুক্তি,
2383,ride ,চলা,
2384,ridiculous ,হাস্যকর,
2385,right ,ঠিক,
2386,right  ,ঠিক,
2387,ring ,রিং,
2388,rip ,চিপ,
2389,rise ,উত্থান,
2390,risk ,ঝুঁকি,
2391,rival ,প্রতিদ্বন্দ্বী,
2392,river ,নদী,
2393,road ,রাস্তা,
2394,rob ,ছিনতাই,
2395,rock ,শিলা,
2396,role ,ভূমিকা,
2397,roll ,রোল,
2398,roof ,ছাদ,
2399,room ,ঘর,
2400,root ,রুট,
2401,rope ,দড়ি,
2402,rough ,মোটামুটি,
2403,roughly ,মোটামুটিভাবে,
2404,round ,গোল,
2405,route ,রুট,
2406,routine ,রুটিন,
2407,row ,সারি,
2408,royal ,রাজকীয়,
2409,rub ,ঘষা,
2410,rubber ,রাবার,
2411,rubbish ,আবর্জনা,
2412,rude ,অভদ্র,
2413,ruin ,ধ্বংস,
2414,rule ,নিয়ম,
2415,run ,চালান,
2416,rural ,গ্রামীণ,
2417,rush ,ভিড়,
2418,sack ,বস্তা,
2419,sad ,দু: খিত,
2420,safe ,নিরাপদ,
2421,safety ,নিরাপত্তা,
2422,sail ,পাল,
2423,sake ,জন্য,
2424,salad ,সালাদ,
2425,salary ,বেতন,
2426,sale ,বিক্রয়,
2427,salt ,লবণ,
2428,same ,একই,
2429,sample ,নমুনা,
2430,sand ,বালু,
2431,sandwich ,স্যান্ডউইচ,
2432,satellite ,উপগ্রহ,
2433,satisfaction ,সন্তোষ,
2434,satisfied ,সন্তুষ্ট,
2435,satisfy ,পরিতৃপ্ত করা,
2436,sauce ,সস,
2437,sausage ,সসেজ,
2438,save ,সংরক্ষণ,
2439,saving ,সংরক্ষণ,
2440,say ,বলুন,
2441,scale ,স্কেল,
2442,scared ,ভীত,
2443,scene ,দৃশ্য,
2444,schedule ,সময়সূচী,
2445,scheme ,পরিকল্পনা,
2446,school ,বিদ্যালয়,
2447,science ,বিজ্ঞান,
2448,scientific ,বৈজ্ঞানিক,
2449,scientist ,বিজ্ঞানী,
2450,scope ,সুযোগ,
2451,score ,স্কোর,
2452,scratch ,স্ক্র্যাচ,
2453,scream ,চিৎকার,
2454,screen ,পর্দা,
2455,screw ,স্ক্রু,
2456,script ,লিপি,
2457,sea ,সমুদ্র,
2458,seal ,সীল,
2459,search ,অনুসন্ধান,
2460,season ,মৌসম,
2461,seat ,আসন,
2462,second ,দ্বিতীয়,
2463,secondary ,মাধ্যমিক,
2464,secondly ,দ্বিতীয়ত,
2465,secret ,গোপন,
2466,secretary ,সেক্রেটারি,
2467,section ,অধ্যায়,
2468,sector ,সেক্টর,
2469,secure ,নিরাপদ,
2470,security ,সুরক্ষা,
2471,see ,দেখা,
2472,seed ,বীজ,
2473,seek ,সন্ধান করা,
2474,seem ,মনে হয়,
2475,seize ,জব্দ করা,
2476,select ,নির্বাচন করুন,
2477,selection ,নির্বাচন,
2478,self ,স্ব,
2479,sell ,বিক্রয়,
2480,send ,প্রেরণ,
2481,senior ,ঊর্ধ্বতন,
2482,sense ,ইন্দ্রিয়,
2483,sensible ,বুদ্ধিমান,
2484,sensitive ,সংবেদনশীল,
